,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Score
147,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
148,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
149,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
150,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
151,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
152,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
153,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
154,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
155,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
156,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
157,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
158,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
159,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
160,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
161,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
162,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
163,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
164,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
165,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
166,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
167,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
168,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
169,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
170,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
171,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
172,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
173,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
174,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
175,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
176,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
177,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
178,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
179,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
180,Bills,Packers,Jets,49ers,Browns,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
181,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
182,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
183,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
184,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Saints,Falcons,Buccaneers,0.932
185,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
186,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
187,Bills,Packers,Browns,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.932
188,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Chargers,Falcons,Buccaneers,0.932
189,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
190,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
191,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
192,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
193,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
194,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
195,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
196,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
197,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
198,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
199,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
200,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
201,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
202,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
203,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
204,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
205,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
206,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
207,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
208,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
209,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
210,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
211,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
212,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
213,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
214,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
215,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
216,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
217,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
218,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
219,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
220,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
221,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
222,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
223,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
224,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
225,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
226,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
227,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
228,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
229,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
230,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
231,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
232,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
233,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
234,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
235,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
236,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
237,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
238,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
239,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
240,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
241,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
242,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
243,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
244,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
245,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
246,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
247,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
248,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
249,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
250,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
251,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
252,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
253,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
254,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
255,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
256,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
257,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
258,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
259,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
260,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
261,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
262,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
263,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
264,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
265,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
266,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
267,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
268,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
269,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
270,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
271,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
272,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
273,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
274,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
275,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
276,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
277,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
278,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
279,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
280,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
281,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
282,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
283,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
284,Bills,Chargers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
285,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
286,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
287,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
288,Bills,Panthers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
289,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
290,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
291,Bills,Texans,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.931
292,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Colts,Falcons,Buccaneers,0.93
293,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Colts,Falcons,Buccaneers,0.93
294,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Chargers,Dolphins,Chiefs,Cowboys,Eagles,Cardinals,Falcons,Buccaneers,0.93
295,Bills,Packers,Jets,49ers,Seahawks,Ravens,Jaguars,Lions,Bengals,Bears,Dolphins,Chiefs,Cowboys,Eagles,Colts,Falcons,Buccaneers,0.93
